"trial","sim","display","feedback","totalFlow","simFlow","simPickup","simProb","predFlow","predPickup","predProb","ds"
15,381,1,1,643,"287,168,188",486,0.755832037325039,"117,298,228",473,0.735614307931571,6.65078401565552
0,382,0,0,863,"447,240,176",518,0.600231749710313,"198,375,290",563,0.652375434530707,14.1792078018188
0,382,0,1,863,"399,292,172",540,0.625724217844728,"198,375,290",563,0.652375434530707,5.87568378448486
0,382,1,0,863,"450,243,170",518,0.600231749710313,"198,375,290",563,0.652375434530707,15.3738508224487
0,382,1,1,863,"380,281,202",537,0.622247972190035,"198,375,290",563,0.652375434530707,0.970761835575104
1,382,0,0,796,"415,207,174",504,0.633165829145729,"200,337,259",547,0.687185929648241,15.5215072631836
1,382,0,1,796,"375,237,184",517,0.649497487437186,"200,337,259",547,0.687185929648241,6.29301929473877
1,382,1,0,796,"418,198,180",500,0.628140703517588,"200,337,259",547,0.687185929648241,16.1356334686279
1,382,1,1,796,"374,256,166",524,0.658291457286432,"200,337,259",547,0.687185929648241,7.7454776763916
2,382,0,0,776,"410,199,167",499,0.643041237113402,"176,338,262",530,0.68298969072165,14.0136632919312
2,382,0,1,776,"339,235,202",517,0.666237113402062,"176,338,262",530,0.68298969072165,2.13382768630981
2,382,1,0,776,"431,205,140",491,0.632731958762887,"176,338,262",530,0.68298969072165,21.6067066192627
2,382,1,1,776,"370,241,165",517,0.666237113402062,"176,338,262",530,0.68298969072165,5.39680004119873
3,382,0,0,847,"409,231,207",515,0.608028335301063,"194,380,273",562,0.663518299881936,5.24962472915649
3,382,0,1,847,"385,224,238",514,0.606847697756789,"194,380,273",562,0.663518299881936,2.24889373779297
3,382,1,0,847,"423,225,199",512,0.604486422668241,"194,380,273",562,0.663518299881936,7.82886695861816
3,382,1,1,847,"386,232,229",517,0.61038961038961,"194,380,273",562,0.663518299881936,2.39879989624023
4,382,0,0,677,"281,221,175",510,0.753323485967504,"176,255,246",494,0.729689807976366,1.50414073467255
4,382,0,1,677,"246,267,164",529,0.781388478581979,"176,255,246",494,0.729689807976366,1.63053524494171
4,382,1,0,677,"322,205,150",501,0.740029542097489,"176,255,246",494,0.729689807976366,8.64421653747559
4,382,1,1,677,"265,203,209",503,0.742983751846381,"176,255,246",494,0.729689807976366,1.62000060081482
5,382,0,0,897,"439,241,217",520,0.579710144927536,"187,402,308",569,0.634336677814939,7.23293972015381
5,382,0,1,897,"428,234,235",518,0.577480490523969,"187,402,308",569,0.634336677814939,6.01569509506226
5,382,1,0,897,"469,225,203",512,0.570791527313266,"187,402,308",569,0.634336677814939,12.7273683547974
5,382,1,1,897,"406,275,216",535,0.596432552954292,"187,402,308",569,0.634336677814939,3.3146231174469
6,382,0,0,851,"395,257,199",526,0.618096357226792,"183,365,303",550,0.646298472385429,4.66351985931396
6,382,0,1,851,"384,235,232",519,0.609870740305523,"183,365,303",550,0.646298472385429,4.82547521591187
6,382,1,0,851,"452,230,169",513,0.602820211515864,"183,365,303",550,0.646298472385429,16.0206470489502
6,382,1,1,851,"385,227,239",515,0.605170387779083,"183,365,303",550,0.646298472385429,4.84514379501343
7,382,0,0,753,"361,223,169",510,0.677290836653386,"161,346,246",524,0.695883134130146,2.98971080780029
7,382,0,1,753,"324,195,234",501,0.665338645418327,"161,346,246",524,0.695883134130146,5.57996797561646
7,382,1,0,753,"373,204,176",502,0.666666666666667,"161,346,246",524,0.695883134130146,5.43908262252808
7,382,1,1,753,"365,196,192",500,0.664010624169987,"161,346,246",524,0.695883134130146,4.46971893310547
8,382,0,0,680,"272,229,179",513,0.754411764705882,"175,265,240",497,0.730882352941176,0.70015013217926
8,382,0,1,680,"268,209,203",505,0.742647058823529,"175,265,240",497,0.730882352941176,1.54916954040527
8,382,1,0,680,"271,223,186",511,0.751470588235294,"175,265,240",497,0.730882352941176,1.08114969730377
8,382,1,1,680,"278,197,205",500,0.735294117647059,"175,265,240",497,0.730882352941176,1.72119832038879
9,382,0,0,733,"293,244,196",521,0.710777626193724,"189,260,284",507,0.691678035470669,0.972936749458313
9,382,0,1,733,"262,236,235",519,0.708049113233288,"189,260,284",507,0.691678035470669,3.01459336280823
9,382,1,0,733,"294,233,206",516,0.703956343792633,"189,260,284",507,0.691678035470669,1.51480853557587
9,382,1,1,733,"255,251,227",525,0.716234652114598,"189,260,284",507,0.691678035470669,3.02108645439148
