"trial","sim","display","feedback","totalFlow","simFlow","simPickup","simProb","predFlow","predPickup","predProb","ds"
11,4,1,1,598,"215,145,238",463,0.774247491638796,"129,253,216",460,0.769230769230769,2.85855746269226
12,4,0,0,820,"367,210,243",508,0.619512195121951,"147,350,323",521,0.635365853658537,8.31092357635498
12,4,0,1,820,"342,137,341",470,0.573170731707317,"147,350,323",521,0.635365853658537,2.37553882598877
12,4,1,0,820,"366,257,197",526,0.641463414634146,"147,350,323",521,0.635365853658537,7.57154512405396
12,4,1,1,820,"314,190,316",503,0.613414634146341,"147,350,323",521,0.635365853658537,8.46975231170654
13,4,0,0,635,"208,217,210",497,0.782677165354331,"153,249,233",476,0.749606299212598,4.13259363174438
13,4,0,1,635,"223,138,274",464,0.730708661417323,"153,249,233",476,0.749606299212598,3.27267789840698
13,4,1,0,635,"232,178,225",493,0.776377952755905,"153,249,233",476,0.749606299212598,2.81130909919739
13,4,1,1,635,"175,208,252",473,0.74488188976378,"153,249,233",476,0.749606299212598,2.0004460811615
14,4,0,0,774,"324,201,249",505,0.652454780361757,"162,356,256",530,0.684754521963824,7.19841575622559
14,4,0,1,774,"323,127,324",459,0.593023255813954,"162,356,256",530,0.684754521963824,7.21201324462891
14,4,1,0,774,"283,244,247",524,0.677002583979328,"162,356,256",530,0.684754521963824,11.5529441833496
14,4,1,1,774,"281,218,275",513,0.662790697674419,"162,356,256",530,0.684754521963824,10.599705696106
15,4,0,0,643,"261,196,186",499,0.776049766718507,"117,298,228",473,0.735614307931571,10.3803977966309
